Y,X,ValueId,PolyId,AREA,PERIMETER,DUL_STRPTS,DUL_STRP_1,TYPE,GCM_CODE,GEOC_SRC,GEOC_DATE,FIELD_STA,MEAS_ID,MEAS_DATE,GEOL_1,GEOL_2,REFRNCE,STRUCTURE,STRUC_TYPE,DIPD_TREND,DIP_PLUNGE,MRR_RELIAB,N_MEAS,SYM_CODE,DISPLAY,AVANGLE
5182872.09294306,569903.261061671,"11","0",0.00000,0.00000,"11","11",ST,A,MGS,"20080615",,560X,"19691106",JCG,,NB:JCG/FM:8,DB,P,"270","80",,"1","108","12000","90"
5182936.55146923,570055.426379203,"12","0",0.00000,0.00000,"12","12",ST,A,MGS,"20080615",,,"19691106",JCG,,NB:JCG/FM:8,SB,P,"65","13",,"0","80","0","295"
5182975.53131994,569900.653442584,"13","0",0.00000,0.00000,"13","13",ST,A,MGS,"20080615",,,"19691106",JCG,,NB:JCG/FM:8,JJ,P,"70","28",,"0","132","0","290"
5183052.5793534,570234.578267209,"14","0",0.00000,0.00000,"14","14",ST,A,MGS,"20080615",,D-37.1,"19750616",JCG,,NB:JCG/FM:8,VC,P,"90","30",,"1","124","12000","270"
5183060.46723933,570290.14519148,"15","0",0.00000,0.00000,"15","15",ST,A,MGS,"20080615",,D-37.2,"19750616",JCG,,NB:JCG/FM:8,DB,P,"90","90",,"1","112","12000","270"
5183164.4734611,568375.583861819,"16","0",0.00000,0.00000,"16","16",ST,A,MGS,"20080615",,D-252,"19910809",JCG,,NB:JCG/FM:9,SB,P,"125","21",,"1","80","200000","235"
5183174.21711031,570451.045452602,"17","0",0.00000,0.00000,"17","17",ST,A,MGS,"20080615",,D-38.5,"19750616",JCG,,NB:JCG/FM:8,DB,P,"90","90",,"1","112","12000","270"
5183285.5526796,570591.302874211,"18","0",0.00000,0.00000,"18","18",ST,A,MGS,"20080615",,MD765.1,"20070924",JDM,,NB:JMD07/FM:DUL 571N 5184E,CI,P,"60","18",,"1","75","0","300"
5183313.28962795,570629.303640695,"19","0",0.00000,0.00000,"19","19",ST,A,MGS,"20080615",,MD765.2,"20070924",JDM,,NB:JMD07/FM:DUL 571N 5184E,FG,P,"105","90",,"1","128","0","255"
5183405.45614388,570742.732864409,"20","0",0.00000,0.00000,"20","20",ST,A,MGS,"20080615",,,"19691106",JCG,,NB:JCG/FM:8,JJ,P,"90","15",,"0","132","0","270"
5183553.512527,567660.60342451,"21","0",0.00000,0.00000,"21","21",ST,A,MGS,"20080615",,gd-009,"19970701",JCG,,NB:JCG/FM:9,GS,L,"295","0",,"1","2","12000","65"
5183579.56683975,569829.501186254,"22","0",0.00000,0.00000,"22","22",ST,A,MGS,"20080615",,D-223.3,"19910801",JCG,,NB:JCG/FM:8,VC,P,"75","23",,"1","124","200000","285"
5183609.97344094,569788.189952332,"23","0",0.00000,0.00000,"23","23",ST,A,MGS,"20080615",,D-223.5,"19910801",JCG,,NB:JCG/FM:8,DB,P,"0","90",,"1","112","12000","360"
5183919.69076381,569644.760204525,"24","0",0.00000,0.00000,"24","24",ST,A,MGS,"20080615",,D-224.4,"19910801",JCG,,NB:JCG/FM:8,JJ,P,"65","23",,"1","132","12000","295"
5183950.88498034,571111.014369156,"25","0",0.00000,0.00000,"25","25",ST,A,MGS,"20080615",,MD276.2,"20070926",JDM,,NB:JMD07APP/FM:DUL-571E 5184N,GS,L,"242","0",,"1","2","0","118"
5184171.79146607,571684.58346399,"26","0",0.00000,0.00000,"26","26",ST,A,MGS,"20080615",,MD773.1,"20070924",JDM,,NB:JMD07/FM:DUL 571N 5184E,DB,P,"313","80",,"1","108","0","47"
5184277.22152293,567675.802320726,"27","0",0.00000,0.00000,"27","27",ST,A,MGS,"20080615",,D-303A,"19920818",JCG,,NB:JCG/FM:9,IL,P,"15","50",,"1","103","12000","345"
5184445.62343733,569533.958395773,"28","0",0.00000,0.00000,"28","28",ST,A,MGS,"20080615",,D-226,"19910801",JCG,,"JCG-M, p.102/FM:8",JJ,P,"60","20",,"1","132","12000","300"
5184548.48294246,571925.885979893,"29","0",0.00000,0.00000,"29","29",ST,A,MGS,"20080615",,,"19691106",JCG,,NB:JCG/FM:8,JJ,P,"55","30",,"0","132","0","305"
5184595.77049652,567770.1548075,"30","0",0.00000,0.00000,"30","30",ST,A,MGS,"20080615",,,"0",JCG,,,IL,P,"100","90",,"0","105","0","260"
5184644.46636287,569436.150958565,"31","0",0.00000,0.00000,"31","31",ST,A,MGS,"20080615",,D-227-A,"19910801",JCG,,"JCG-M, p.103/FM:C3",JJ,P,"105","13",,"1","132","12000","255"
5184665.42249457,572140.848391863,"32","0",0.00000,0.00000,"32","32",ST,A,MGS,"20080615",,,"19691106",JCG,,NB:JCG/FM:8,JJ,P,"90","40",,"0","132","0","270"
5184758.33082292,567759.9947871,"33","0",0.00000,0.00000,"33","33",ST,A,MGS,"20080615",,,"0",JCG,,,IL,P,"110","90",,"0","105","0","250"
5184835.31100268,568136.802152177,"34","0",0.00000,0.00000,"34","34",ST,A,MGS,"20080615",,MD682,"20030728",JDM,,"NB:MD4/FM:5185N,568E",GS,L,"298","0",,"1","2","0","62"
5184865.10089721,567002.074138635,"35","0",0.00000,0.00000,"35","35",ST,A,MGS,"20080615",,GD-006,"19920601",JCG,,NB:JCG/FM:9,IL,P,"160","65",,"1","103","12000","200"
5184908.47481161,572259.228626582,"36","0",0.00000,0.00000,"36","36",ST,A,MGS,"20080615",,D-119,"19840705",JCG,SM,NB:JCG/FM:8,DB,P,"290","80",,"1","108","12000","70"
5184938.87934827,572333.102788063,"37","0",0.00000,0.00000,"37","37",ST,A,MGS,"20080615",,D-191,"19890606",JCG,,NB:JCG/FM:8,VB,P,"105","19",,"1","122","200000","255"
5185012.38600957,572324.548804666,"38","0",0.00000,0.00000,"38","38",ST,A,MGS,"20080615",,D-188.1,"19890606",JCG,,NB:JCG/FM:8,DB,P,"285","88",,"1","108","12000","75"
5185092.17912036,567701.877494219,"39","0",0.00000,0.00000,"39","39",ST,A,MGS,"20080615",,GD-003.1,"19920601",JCG,,NB:JCG/FM:7,IL,P,"235","80",,"1","103","200000","125"
5185095.72816703,568722.445052908,"40","0",0.00000,0.00000,"40","40",ST,A,MGS,"20080615",,,"0",JCG,,,JJ,P,"70","15",,"0","132","0","290"
5185411.59532251,572150.551600936,"41","0",0.00000,0.00000,"41","41",ST,A,MGS,"20080615",,D-241.1,"19910807",JCG,,NB:JCG/FM:5,JJ,P,"275","70",,"1","132","12000","85"
5185474.61417738,572798.228368179,"42","0",0.00000,0.00000,"42","42",ST,A,MGS,"20080615",,D-264.4,"19910915",JCG,,NB:JCG/FM:5,FZ,P,"15","90",,"1","128","12000","345"
5185525.88116577,571473.191285354,"43","0",0.00000,0.00000,"43","43",ST,A,MGS,"20080615",,M/K,"19580000",WGE,,FM:WGE,CI,P,"80","17",,"1","75","12000","280"
5185540.89283236,572896.040212594,"44","0",0.00000,0.00000,"44","44",ST,A,MGS,"20080615",,D-196,"19910915",JCG,,NB:JCG/FM:5,VC,P,"100","20",,"1","124","12000","260"
5185627.76269978,573295.32107254,"45","0",0.00000,0.00000,"45","45",ST,A,MGS,"20080615",,,"-1",JCG,,,VC,P,"100","25",,"0","124","0","260"
5185632.16957711,573082.913364339,"46","0",0.00000,0.00000,"46","46",ST,A,MGS,"20080615",,D-91-1,"19910814",JCG,,NB:JCG/FM:5,VF,P,"90","26",,"1","124","12000","270"
5185653.97846076,568025.693175681,"47","0",0.00000,0.00000,"47","47",ST,A,MGS,"20080615",,D-303-B,"19920818",JCG,,NB:JCG/FM:7,IL,P,"248","90",,"1","105","12000","112"
5185682.04601095,569456.92986099,"48","0",0.00000,0.00000,"48","48",ST,A,MGS,"20080615",,,"0",JCG,,,JJ,P,"115","9",,"0","132","0","245"
5185717.01483949,571940.742441971,"49","0",0.00000,0.00000,"49","49",ST,A,MGS,"20080615",,D-242A,"19910807",JCG,,NB:JCG/FM:6,VB,P,"262","78",,"1","122","12000","98"
5185750.59935336,573430.659061637,"50","0",0.00000,0.00000,"50","50",ST,A,MGS,"20080615",,D-85,"19830924",JCG,,NB:JCG/FM:5,VF,P,"65","25",,"1","124","12000","295"
5185777.66286955,572959.840025384,"51","0",0.00000,0.00000,"51","51",ST,A,MGS,"20080615",,D-256,"19910814",JCG,,NB:JCG/FM:5,VC,P,"90","20",,"1","124","200000","270"
5185799.06924693,573661.03114001,"52","0",0.00000,0.00000,"52","52",ST,A,MGS,"20080615",,D-120,"19840705",JCG,SM,NB:JCG/FM:5,DB,P,"275","70",,"1","108","12000","85"
5185861.43645301,573724.030629042,"53","0",0.00000,0.00000,"53","53",ST,A,MGS,"20080615",,D-202,"19890615",JCG,SM,NB:JCG/FM:5,VC,P,"100","25",,"1","124","12000","260"
5185882.57437393,571861.312192337,"54","0",0.00000,0.00000,"54","54",ST,A,MGS,"20080615",,D-242.2,"19910807",JCG,,NB:JCG/FM:6,VB,P,"290","60",,"1","122","12000","70"
5186005.99997421,571813.755229799,"55","0",0.00000,0.00000,"55","55",ST,A,MGS,"20080615",,D-242.4,"19910807",JCG,,NB:JCG/FM:6,VB,P,"135","14",,"1","122","200000","225"
5186020.71335762,569030.420671283,"56","0",0.00000,0.00000,"56","56",ST,A,MGS,"20080615",,,"0",JCG,,,JJ,P,"110","13",,"0","132","0","250"
5186048.33711026,573904.405560449,"57","0",0.00000,0.00000,"57","57",ST,A,MGS,"20080615",,D-316,"19930817",JCG,,NB:JCG/FM:5,VC,P,"123","26",,"1","124","200000","237"
5186115.97121608,574014.354791995,"58","0",0.00000,0.00000,"58","58",ST,A,MGS,"20080615",,D-325,"19930911",JCG,,NB:JCG/FM:5,CI,P,"268","73",,"1","75","12000","92"
5186410.89493754,574235.373977065,"59","0",0.00000,0.00000,"59","59",ST,A,MGS,"20080615",,GD-173.1,"19930817",JCG,,NB:JCG/FM:5,CI,P,"108","25",,"1","75","12000","252"
5186509.04327638,574282.594136863,"60","0",0.00000,0.00000,"60","60",ST,A,MGS,"20080615",,GD-174,"19930817",JCG,,NB:JCG/FM:5,VC,P,"108","19",,"1","124","12000","252"
5186636.78234769,572542.531104958,"61","0",0.00000,0.00000,"61","61",ST,A,MGS,"20080615",,D-45-A,"19760417",JCG,,NB:JCG/FM:5,CI,P,"65","90",,"1","144","200000","295"
5186736.02457493,567812.564505729,"62","0",0.00000,0.00000,"62","62",ST,A,MGS,"20080615",,GD-035.3,"19920608",JCG,,NB:JCG/FM:7,IL,P,"160","90",,"1","105","12000","200"
5186750.91767883,572572.232622555,"63","0",0.00000,0.00000,"63","63",ST,A,MGS,"20080615",,,"19760417",JCG,,NB:JCG/FM:5,CI,P,"90","50",,"0","75","0","270"
5186781.92263326,566819.608139019,"64","0",0.00000,0.00000,"64","64",ST,A,MGS,"20080615",,GD-040,"19920608",JCG,,NB:JCG/FM:7,IL,P,"340","55",,"1","103","12000","20"
5186828.65307182,567884.464736078,"65","0",0.00000,0.00000,"65","65",ST,A,MGS,"20080615",,GD-035.4,"19920608",JCG,,NB:JCG/FM:7,IL,P,"240","70",,"1","103","12000","120"
5186876.4664514,567790.192013534,"66","0",0.00000,0.00000,"66","66",ST,A,MGS,"20080615",,GD-036,"19920608",JCG,,NB:JCG/FM:7,DB,P,"118","90",,"1","112","12000","242"
5186925.21642024,574793.27961824,"67","0",0.00000,0.00000,"67","67",ST,A,MGS,"20080615",,D-122,"19840705",JCG,SM,NB:JCG/FM:5,DB,P,"295","80",,"1","108","12000","65"
5186953.59530677,567452.885550715,"68","0",0.00000,0.00000,"68","68",ST,A,MGS,"20080615",,GD-036.1,"19920608",JCG,,NB:JCG/FM:7,IL,P,"160","70",,"1","103","12000","200"
5187021.13247283,574853.823682999,"69","0",0.00000,0.00000,"69","69",ST,A,MGS,"20080615",,D-123,"19840705",JCG,SM,NB:JCG/FM:5,DB,P,"280","70",,"1","108","12000","80"
5187067.62350577,572887.316302421,"70","0",0.00000,0.00000,"70","70",ST,A,MGS,"20080615",,D-151,"19841110",JCG,,NB:JCG/FM:5,DB,P,"293","62",,"1","108","12000","67"
5187132.00816342,575122.38956537,"71","0",0.00000,0.00000,"71","71",ST,A,MGS,"20080615",,D-209,"19890728",JCG,SM,"JCG-M, p.32/FM:EE2",VC,P,"120","28",,"1","124","200000","240"
5187178.53234903,569342.629631491,"72","0",0.00000,0.00000,"72","72",ST,A,MGS,"20080615",,,"-1",JCG,,,JJ,P,"120","25",,"0","132","0","240"
5187214.00848022,575227.704933949,"73","0",0.00000,0.00000,"73","73",ST,A,MGS,"20080615",,D-209-A,"19890728",JCG,,NB:JCG/FM:4,VC,P,"95","23",,"1","124","12000","265"
5187566.32710893,575143.221950772,"74","0",0.00000,0.00000,"74","74",ST,A,MGS,"20080615",,XX,"19890728",JCG,,NB:JCG/FM:4,JJ,P,"110","27",,"1","132","12000","250"
5187739.09569767,575734.339398142,"75","0",0.00000,0.00000,"75","75",ST,A,MGS,"20080615",,"552","19681005",JCG,OC,NB:JCG/FM:4,VC,P,"115","20",,"1","124","12000","245"
5187906.58118007,574907.649456876,"76","0",0.00000,0.00000,"76","76",ST,A,MGS,"20080615",,D-269,"19910915",JCG,,NB:JCG/FM:4,GS,L,"245","0",,"1","2","12000","115"
5188021.62666545,575549.597616655,"77","0",0.00000,0.00000,"77","77",ST,A,MGS,"20080615",,D-267,"19910915",JCG,,NB:JCG/FM:4,JJ,P,"110","18",,"1","132","12000","250"
5188110.74504029,575860.406140143,"78","0",0.00000,0.00000,"78","78",ST,A,MGS,"20080615",,D-9A,"19681005",JCG,OC,NB:JCG/FM:4,VC,P,"100","5",,"1","124","12000","260"
5188233.23980683,575565.042586574,"79","0",0.00000,0.00000,"79","79",ST,A,MGS,"20080615",,D-267.1,"19910915",JCG,,NB:JCG/FM:4,VC,P,"105","18",,"1","124","12000","255"
5188342.18727929,575427.91785996,"80","0",0.00000,0.00000,"80","80",ST,A,MGS,"20080615",,XX,"19890617",JCG,,NB:JCG/FM:4,JJ,P,"140","25",,"1","132","12000","220"
5188371.56590177,573435.016231985,"81","0",0.00000,0.00000,"81","81",ST,A,MGS,"20080615",,,"19970626",JCG,,NB:JCG/FM:2,JJ,P,"65","90",,"1","134","12000","295"
5188440.02936006,573684.950469371,"82","0",0.00000,0.00000,"82","82",ST,A,MGS,"20080615",,GD-094,"19920629",JCG,,NB:JCG/FM:2,JJ,P,"250","67",,"1","132","12000","110"
5188556.97439133,575990.578761428,"83","0",0.00000,0.00000,"83","83",ST,A,MGS,"20080615",,D-58,"19800710",JCG,SM,NB:JCG/FM:1,VC,P,"110","11",,"1","124","12000","250"
5188663.86918334,573745.828222934,"84","0",0.00000,0.00000,"84","84",ST,A,MGS,"20080615",,GD-093.4,"19920629",JCG,,NB:JCG/FM:2,JJ,P,"170","80",,"1","132","12000","190"
5188683.4757629,571235.685460975,"85","0",0.00000,0.00000,"85","85",ST,A,MGS,"20080615",,GD-136,"19921024",JCG,,NB:JCG/FM:3,CI,P,"65","15",,"1","75","12000","295"
5188729.01759239,575912.541018196,"86","0",0.00000,0.00000,"86","86",ST,A,MGS,"20080615",,D-60,"19800710",JCG,,NB:JCG/FM:1,VC,P,"130","22",,"1","124","200000","230"
5188749.68259988,575401.862910255,"87","0",0.00000,0.00000,"87","87",ST,A,MGS,"20080615",,D-170,"19800710",JCG,SM,NB:JCG/FM:1,DB,P,"260","85",,"1","108","12000","100"
5188817.05801628,575330.115350115,"88","0",0.00000,0.00000,"88","88",ST,A,MGS,"20080615",,D-170+++,"19890617",JCG,,NB:JCG/FM:1,VB,P,"120","17",,"1","122","12000","240"
5188862.00304395,571102.258065865,"89","0",0.00000,0.00000,"89","89",ST,A,MGS,"20080615",,MD657.1,"20030718",JCG,JDM,"NB:MD4/FM:89N,71.5E",CI,P,"70","25",,"1","75","0","290"
5188997.45534903,573934.893099988,"90","0",0.00000,0.00000,"90","90",ST,A,MGS,"20080615",,GD-193,"19920629",JCG,,NB:JCG/FM:2,JJ,P,"0","80",,"1","132","12000","360"
5189025.13560922,575352.185046323,"91","0",0.00000,0.00000,"91","91",ST,A,MGS,"20080615",,D-171,"19841112",JCG,,NB:JCG/FM:1,DB,P,"20","90",,"1","112","12000","340"
5189054.07776544,575382.143846312,"92","0",0.00000,0.00000,"92","92",ST,A,MGS,"20080615",,D-171,"19890617",JCG,,NB:JCG/FM:1,VB,P,"115","23",,"1","122","12000","245"
5189108.65195207,575880.787791753,"93","0",0.00000,0.00000,"93","93",ST,A,MGS,"20080615",,,"19910915",JCG,,NB:JCG/FM:4,JJ,P,"110","25",,"0","132","0","250"
5189125.67777852,575406.181874007,"94","0",0.00000,0.00000,"94","94",ST,A,MGS,"20080615",,D-204-1,"19890617",JCG,,NB:JCG/FM:1,DB,P,"80","90",,"1","112","12000","280"
5189200.673465,573824.08603708,"95","0",0.00000,0.00000,"95","95",ST,A,MGS,"20080615",,GD-096,"19920629",JCG,,NB:JCG/FM:2,JJ,P,"140","21",,"1","132","12000","220"
5189214.19401386,575988.21453322,"96","0",0.00000,0.00000,"96","96",ST,A,MGS,"20080615",,,"19910915",JCG,,NB:JCG/FM:4,VC,P,"115","15",,"0","124","0","245"
5189217.03584766,570981.448853701,"97","0",0.00000,0.00000,"97","97",ST,A,MGS,"20080615",,D-309-1,"19921004",JCG,,NB:JCG/FM:3,JJ,P,"78","15",,"1","132","12000","282"
5189274.51229676,575823.489618835,"98","0",0.00000,0.00000,"98","98",ST,A,MGS,"20080615",,D-61.1,"19800710",JCG,SM,NB:JCG/FM:1,JJ,P,"115","15",,"1","132","12000","245"
5189315.83239304,575362.748445624,"99","0",0.00000,0.00000,"99","99",ST,A,MGS,"20080615",,D-205-A,"19890617",JCG,,NB:JCG/FM:1,DB,P,"290","80",,"1","108","12000","70"
5189404.51882113,575800.059522154,"100","0",0.00000,0.00000,"100","100",ST,A,MGS,"20080615",,D-62,"19800710",JCG,SM,NB:JCG/FM:1,VC,P,"120","20",,"1","124","12000","240"
5189469.71034848,575819.187596241,"101","0",0.00000,0.00000,"101","101",ST,A,MGS,"20080615",,D-62.1,"19800710",JCG,SM,NB:JCG/FM:1,FZ,P,"240","74",,"1","123","12000","120"
5189510.32140594,575847.368317211,"102","0",0.00000,0.00000,"102","102",ST,A,MGS,"20080615",,D-62.1,"19800710",JCG,SM,NB:JCG/FM:1,VB,P,"40","20",,"1","122","12000","320"
5189559.7610568,575954.959526341,"103","0",0.00000,0.00000,"103","103",ST,A,MGS,"20080615",,D-63,"19890728",JCG,SM,"JCG-M, p.37/FM:EE1",VC,P,"105","20",,"1","124","12000","255"
5189613.74610493,576119.199770622,"104","0",0.00000,0.00000,"104","104",ST,A,MGS,"20080615",,,"19910915",JCG,,NB:JCG/FM:4,VC,P,"115","20",,"0","124","0","245"
5189623.44199691,570688.023274351,"105","0",0.00000,0.00000,"105","105",ST,A,MGS,"20080615",,GD-132.1,"19921004",JCG,,NB:JCG/FM:3,IL,P,"190","25",,"1","103","12000","170"
5189669.06529592,570751.085427635,"106","0",0.00000,0.00000,"106","106",ST,A,MGS,"20080615",,GD-132,"19921004",JCG,,NB:JCG/FM:3,JJ,P,"80","12",,"1","132","12000","280"
5189877.68995766,570616.341255027,"107","0",0.00000,0.00000,"107","107",ST,A,MGS,"20080615",,GD-131,"19921004",JCG,,NB:JCG/FM:3,IL,P,"50","65",,"1","103","12000","310"
5190018.89528622,574834.644898941,"108","0",0.00000,0.00000,"108","108",ST,A,MGS,"20080615",,GD-098.1,"19920629",JCG,,NB:JCG/FM:2,JJ,P,"115","16",,"1","132","12000","245"
