Y,X,ValueId,PolyId,AREA,PERIMETER,WDUL_STRPT,WDUL_STR_1,TYPE,GCM_CODE,GEOC_SRC,GEOC_DATE,FIELD_STA,MEAS_ID,MEAS_DATE,GEOL_1,GEOL_2,REFRNCE,STRUCTURE,STRUC_TYPE,DIPD_TREND,DIP_PLUNGE,MRR_RELIAB,N_MEAS,SYM_CODE,DISPLAY,AVANGLE
5174496.50303886,558024.251743862,"131","0",0.00000,0.00000,"131","131",ST,A,MGS,"20080615",,MD013.00.1,"19920520",JDM,,NB:DM1/FM:223B.WC1,IM,P,"85","25",,"1","73","24000","275"
5174538.70258026,558690.962603862,"132","0",0.00000,0.00000,"132","132",ST,A,MGS,"20080615",,MD394.00.1,"19921022",JDM,,NB:DM3/FM:223B.WC1,IM,P,"77","22","2","1","73","24000","283"
5174584.41218879,560307.24390373,"133","0",0.00000,0.00000,"133","133",ST,A,MGS,"20080615",,MD455.00.1,"19950524",JDM,,NB:DM3/FM:223B.CC1,IM,P,"85","29",,"1","73","24000","275"
5174615.1255286,555630.682719448,"134","0",0.00000,0.00000,"134","134",ST,A,MGS,"20080615",,,"19710000",K&M,,MGS Misc. Map M-25,VC,P,"95","10",,"1","124","24000","265"
5174630.33887489,559889.191054299,"135","0",0.00000,0.00000,"135","135",ST,A,MGS,"20080615",,MD451.00.1,"19931011",JDM,,NB:DM3/FM:223B.CC1,IL,P,"157","13",,"1","103","24000","203"
5174675.18051156,559165.096062531,"136","0",0.00000,0.00000,"136","136",ST,A,MGS,"20080615",,MD488.01.2,"19931014",JDM,,NB:DM3/FM:223B.CC1,IL,P,"101","30",,"1","103","24000","259"
5174681.70911592,560931.472754039,"137","0",0.00000,0.00000,"137","137",ST,A,MGS,"20080615",,MD458.00.1,"19931011",JDM,,NB:DM3/FM:223B.CC1,IT,P,"68","25",,"1","73","24000","292"
5174700.64097233,560102.296211378,"138","0",0.00000,0.00000,"138","138",ST,A,MGS,"20080615",,MD452.01.1,"19931011",JDM,,NB:DM3/FM:223B.CC1,IT,P,"75","44",,"1","73","24000","285"
5174746.21634139,559357.788192496,"139","0",0.00000,0.00000,"139","139",ST,A,MGS,"20080615",,MD450.00.1,"19930521",JDM,,NB:DM3/FM:223B.WC1,IM,P,"125","26",,"1","73","24000","235"
5174798.52031732,555026.523541518,"140","0",0.00000,0.00000,"140","140",ST,A,MGS,"20080615",MD111.00,MD111.00.2,"19920720",JDM,,NB:MD1/FM:224A.NNE,SB,P,"180","78","1","1","80","24000","180"
5174890.8236613,561187.965753212,"141","0",0.00000,0.00000,"141","141",ST,A,MGS,"20080615",,MD752.3,"20031209",JDM,,NB:DM4/FM:223B.560E/5175N,IM,P,"60","18",,"1","73","24000","300"
5174932.04170262,556925.556237695,"142","0",0.00000,0.00000,"142","142",ST,A,MGS,"20080615",MD008.00,MD008.00.1,"19920519",JDM,,NB:MD1/FM:224A.NNE,IT,P,"112","34","2","0","73","24000","248"
5175064.00151831,555024.225002981,"143","0",0.00000,0.00000,"143","143",ST,A,MGS,"20080615",MD111.00,MD111.00.1,"19920720",JDM,,NB:MD1/FM:224A.NNE,SB,P,"180","86","1","1","80","24000","180"
5175098.0685704,559342.173533481,"144","0",0.00000,0.00000,"144","144",ST,A,MGS,"20080615",,MD130.03.1,"19920722",JDM,,NB:DM1/FM:223B.NW1,IM,P,"85","22",,"1","73","24000","275"
5175108.31070471,560229.029152622,"145","0",0.00000,0.00000,"145","145",ST,A,MGS,"20080615",,MD125.00.1,"19920722",JDM,,NB:DM1/FM:223B.NW1,IM,P,"67","28",,"2","73","24000","293"
5175177.15252259,561443.025914987,"146","0",0.00000,0.00000,"146","146",ST,A,MGS,"20080615",,DG163.2,"19920704",JCG,,NB:DG/FM:223B.NC1,IM,P,"80","12",,"1","73","24000","280"
5175178.37944567,559548.640642035,"147","0",0.00000,0.00000,"147","147",ST,A,MGS,"20080615",,MD126.00.2,"19920723",JDM,,NB:DM1/FM:223B.NW1,IL,P,"87","17",,"1","103","24000","273"
5175233.58664727,557457.832702205,"148","0",0.00000,0.00000,"148","148",ST,A,MGS,"20080615",,MD116.00.1,"19920721",JDM,,NB:DM1/FM:223B.NW1,IL,P,"75","26",,"1","103","24000","285"
5175257.02831872,560015.252718054,"149","0",0.00000,0.00000,"149","149",ST,A,MGS,"20080615",,MD651.1,"19971021",JDM,,NB:MD4/FM:223B.NW,IL,P,"88","22",,"1","103","24000","272"
5175286.03695618,560694.752523524,"150","0",0.00000,0.00000,"150","150",ST,A,MGS,"20080615",,MD190.1,"-1",JDM,,,IL,P,"85","18",,"0","103","0","275"
5175325.94932481,560260.85620904,"151","0",0.00000,0.00000,"151","151",ST,A,MGS,"20080615",,MD136.02.1,"19920723",JDM,,NB:DM1/FM:223B.NW1,IM,P,"63","19",,"2","73","12000","297"
5175430.47704167,561201.049441814,"152","0",0.00000,0.00000,"152","152",ST,A,MGS,"20080615",,MD428.00.1,"19930519",JDM,,NB:DM3/FM:223B.NC1,IM,P,"55","22",,"1","73","24000","305"
5175437.17996458,560598.534467036,"153","0",0.00000,0.00000,"153","153",ST,A,MGS,"20080615",,MD187.01.1,"19920814",JDM,,NB:DM2/FM:223B.NW1,IM,P,"86","19",,"2","73","24000","274"
5175494.78680061,560112.598002204,"154","0",0.00000,0.00000,"154","154",ST,A,MGS,"20080615",,MD654.1,"19971021",JDM,,NB:MD4/FM:223B.NW,IM,P,"100","24",,"1","73","24000","260"
5175508.01698038,558954.780332447,"155","0",0.00000,0.00000,"155","155",ST,A,MGS,"20080615",,MD128.00.1,"19920722",JDM,,NB:DM1/FM:223B.NW1,IL,P,"88","30",,"1","103","24000","272"
5175518.93979789,559793.139536767,"156","0",0.00000,0.00000,"156","156",ST,A,MGS,"20080615",,MD127.00.1,"19920724",JDM,,NB:DM1/FM:223B.NW1,IL,P,"80","30",,"2","103","24000","280"
5175699.26690803,560797.559805658,"157","0",0.00000,0.00000,"157","157",ST,A,MGS,"20080615",,MD185.00.1,"19920813",JDM,,NB:DM1/FM:223B.NC1,IM,P,"102","17",,"1","73","24000","258"
5175753.56649993,561544.358655392,"158","0",0.00000,0.00000,"158","158",ST,A,MGS,"20080615",,DG161.00.1,"19930519",JDM,,NB:DM3/FM:223B.NC1,IL,P,"75","10",,"1","103","24000","285"
5175779.43150209,560352.444084149,"159","0",0.00000,0.00000,"159","159",ST,A,MGS,"20080615",,MD132.00.1,"19920723",JDM,,NB:DM1/FM:223B.NW1,IM,P,"106","14",,"1","73","24000","254"
5175949.95823798,560662.81490894,"160","0",0.00000,0.00000,"160","160",ST,A,MGS,"20080615",,MD188.00.1,"19920814",JDM,,NB:DM2/FM:223B.NC1,IM,P,"92","23",,"1","73","24000","268"
5175951.68419267,560258.63513035,"161","0",0.00000,0.00000,"161","161",ST,A,MGS,"20080615",,MD134.03.1,"19920723",JDM,,NB:DM1/FM:223B.NW1,IM,P,"80","27",,"1","73","12000","280"
5175965.59688514,561656.671126401,"162","0",0.00000,0.00000,"162","162",ST,A,MGS,"20080615",,DG160.05.1,"19920703",JCG,,NB:DG1/FM:223B.NC1,IL,P,"105","14",,"1","103","24000","255"
5176073.67097304,560194.270083681,"163","0",0.00000,0.00000,"163","163",ST,A,MGS,"20080615",,MD137.00.4,"19920723",JDM,,NB:DM1/FM:223B.NW1,IL,P,"20","60",,"1","103","24000","340"
5176118.80954924,560294.448655228,"164","0",0.00000,0.00000,"164","164",ST,A,MGS,"20080615",,MD182.00.1,"19920813",JDM,,NB:DM1/FM:223B.NW1,IL,P,"205","4",,"1","103","24000","155"
5176136.49000187,562051.753739721,"165","0",0.00000,0.00000,"165","165",ST,A,MGS,"20080615",,MD530.00.1,"19941014",JDM,,NB:DM3/FM:223B.NC1,IL,P,"33","14",,"1","103","24000","327"
5176137.63554696,561256.15316418,"166","0",0.00000,0.00000,"166","166",ST,A,MGS,"20080615",,MD195.00.1,"19920818",JDM,,NB:DM2/FM:223B.NC1,IL,P,"0","0",,"1","102","24000","360"
5176138.39009209,559831.085131188,"167","0",0.00000,0.00000,"167","167",ST,A,MGS,"20080615",,MD135.01.1,"19920723",JDM,,NB:DM1/FM:223B.NW1,IL,P,"87","53",,"1","103","24000","273"
5176258.09228813,556394.153970861,"168","0",0.00000,0.00000,"168","168",ST,A,MGS,"20080615",MD107.00,MD107.00.1,"19920720",JDM,,NB:MD1/FM:224A.NNE,IL,P,"75","15","3","1","103","24000","285"
5176288.58448892,562083.960407495,"169","0",0.00000,0.00000,"169","169",ST,A,MGS,"20080615",,MD527.00.3,"19941014",JDM,,NB:DM3/FM:223B.NC1,IM,P,"55","45",,"1","73","24000","305"
5176377.57167546,558223.05747745,"170","0",0.00000,0.00000,"170","170",ST,A,MGS,"20080615",,MD123.00.1,"19920721",JDM,,NB:DM1/FM:223B.NW1,IL,P,"82","23",,"1","103","24000","278"
5176548.59748812,557275.761419083,"171","0",0.00000,0.00000,"171","171",ST,A,MGS,"20080615",,MD112.00.2,"19920722",JDM,,NB:DM1/FM:223B.NW1,IM,P,"105","20","4","1","73","24000","255"
5176635.92999531,560715.008361377,"172","0",0.00000,0.00000,"172","172",ST,A,MGS,"20080615",,MD397.01.1,"19930512",JDM,,NB:DM3/FM:223B.NC1,IL,P,"70","15",,"1","103","24000","290"
5176657.61752312,561873.757243703,"173","0",0.00000,0.00000,"173","173",ST,A,MGS,"20080615",,MD196.01.1,"19920818",JDM,,NB:DM2/FM:223B.NC1,IL,P,"130","10",,"1","103","24000","230"
5176669.05217711,554962.143317286,"174","0",0.00000,0.00000,"174","174",ST,A,MGS,"20080615",MD110.00,MD110.00.1,"19920720",JDM,,NB:MD1/FM:224A.NNE,SB,P,"51","79","3","1","80","24000","309"
5176720.8308489,559380.338067035,"175","0",0.00000,0.00000,"175","175",ST,A,MGS,"20080615",,MD122.00.1,"19920721",JDM,,NB:DM1/FM:223B.NW1,IM,P,"65","33",,"1","73","24000","295"
5176779.92764098,560889.693959869,"176","0",0.00000,0.00000,"176","176",ST,A,MGS,"20080615",,MD396.00.1,"19930512",JDM,,NB:DM3/FM:223B.NC1,IL,P,"135","15","4","1","103","24000","225"
5176876.6802063,562492.351593029,"177","0",0.00000,0.00000,"177","177",ST,A,MGS,"20080615",,MD213.01.3,"19920820",JDM,,NB:DM2/FM:223B.NC1,JB,P,"73","22",,"1","132","12000","287"
5176886.44213561,563066.027844083,"178","0",0.00000,0.00000,"178","178",ST,A,MGS,"20080615",,MD212.00.1,"19920820",JDM,,NB:DM2/FM:223B.NC1,IL,P,"70","22","3","1","103","24000","290"
5176910.91335903,558290.932854494,"179","0",0.00000,0.00000,"179","179",ST,A,MGS,"20080615",,MD119.00.1,"19920721",JDM,,NB:DM1/FM:223B.NW1,IL,P,"70","44",,"1","103","24000","290"
5177148.111917,562879.471770743,"180","0",0.00000,0.00000,"180","180",ST,A,MGS,"20080615",,MD210.00.1,"19920820",JDM,,NB:DM2/FM:223B.NC1,IM,P,"36","19",,"1","73","24000","324"
5177153.46301129,563266.293500841,"181","0",0.00000,0.00000,"181","181",ST,A,MGS,"20080615",,MD209.00.1,"19920820",JDM,,NB:DM2/FM:223B.NC1,IL,P,"70","30","2","1","103","24000","290"
5177199.13616923,561573.684976302,"182","0",0.00000,0.00000,"182","182",ST,A,MGS,"20080615",,MD199.00.1,"19920818",JDM,,NB:DM2/FM:223B.NC1,IL,P,"130","30",,"1","103","24000","230"
5177305.22707004,562249.038258548,"183","0",0.00000,0.00000,"183","183",ST,A,MGS,"20080615",,MD205.00.2,"19920819",JDM,,NB:DM2/FM:223B.NC1,IT,P,"65","35",,"1","73","24000","295"
5177331.33227507,561145.444573797,"184","0",0.00000,0.00000,"184","184",ST,A,MGS,"20080615",,MD189.00.1,"19920814",JDM,,NB:DM2/FM:223B.NC1,IL,P,"90","10",,"1","103","24000","270"
5177454.58262856,561363.004355688,"185","0",0.00000,0.00000,"185","185",ST,A,MGS,"20080615",,MD648.1,"19971021",JDM,,NB:MD4/FM:223B.NC,IM,P,"128","15",,"1","73","12000","232"
5177604.62726912,562167.927481388,"186","0",0.00000,0.00000,"186","186",ST,A,MGS,"20080615",,MD202.00.1,"19920819",JDM,,NB:DM2/FM:223B.NC1,IL,P,"129","19",,"1","103","24000","231"
5177627.86582006,557752.638434544,"187","0",0.00000,0.00000,"187","187",ST,A,MGS,"20080615",,MD138.00.1,"19920724",JDM,,NB:DM1/FM:223B.NW1,IL,P,"70","32",,"2","103","24000","290"
