AREA,PERIMETER,TYPE,GCM_CODE,GEOC_SRC,GEOC_DATE,UTME,UTMN,UTM_ZONE,MAPLABEL,DESCRIPTN,UNIT_NAME,TERRANE,ERA,SUBDIV,AREA_CALC
691.59892065800,103.08392884900,BG,AB,MGS,"20101215","631097","5236644","15",Mbd,"Diabase, ferrodiorite",,"Beaver Bay Complex, other intrusions",Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"692"
23422379.74450000003,19797.92500050000,BG,AB,MGS,"20101215","612170","5234457","15",Mmg,Gabbroic intrusion,London intrusion,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"23433883"
1465160.71659000008,4511.12706451000,BG,AB,MGS,"20101215","448711","5235845","15",Ami,"Mafic plug-like intrusion; typically magnetic",,,Neoarchean or Paleoproterozoic,,"1466240"
1615793.93293999997,8176.61577832000,BG,AB,MGS,"20101215","459410","5235299","15",Paq,"Pokegama Quartzite, conglomerate, siliceous mudstone",Pokegama Quartzite,Animikie Group,Paleoproterozoic,Penokean (Geon 18),"1617020"
2024.76284485000,206.26114568400,BG,AB,MGS,"20101215","629930","5236112","15",Mbd,"Diabase, ferrodiorite",,"Beaver Bay Complex, other intrusions",Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"2026"
6118041.76714000013,13467.49502290000,BG,AB,MGS,"20101215","626991","5234035","15",Mbg,"Gabbro, ferrogabbro, gabbronorite",Silver Bay intrusion,"Beaver Bay Complex, other intrusions",Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"6120517"
4778396.03045000043,10295.26224990000,BG,AB,MGS,"20101215","459583","5234294","15",Pai,"Iron-formation, locally includes basal conglomerate",Biwabik Iron Formation,Animikie Group,Paleoproterozoic,Penokean (Geon 18),"4782019"
16344725.25879999995,26208.85699600000,BG,AB,MGS,"20101215","233820","5232162","15",Acv,Calc-alkalic volcanic and volcaniclastic rocks,,Wawa subprovince,Neoarchean,Superior Province,"16328440"
73302712.24600000679,52614.03332240000,BG,AB,MGS,"20101215","582709","5233703","15",Mlt,Troctolite,dlbl - Boulder Lake intrusion,Duluth Complex-Layered series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"73348590"
615485.63291900000,4700.41724598000,BG,AB,MGS,"20101215","462906","5234891","15",Pas,"Virginia, Thompson, Rove Formations, mudstone and graywacke",Virginia Formation,Animikie Group,Paleoproterozoic,Penokean (Geon 18),"615957"
620385.83292299998,4656.61071059000,BG,AB,MGS,"20101215","463277","5234671","15",Pac,Virginia Formation slate with thin limestone interbeds,Biwabik Iron Formation,Animikie Group,Paleoproterozoic,Penokean (Geon 18),"620861"
1245388.91672999994,5503.17160484000,BG,AB,MGS,"20101215","616006","5234924","15",Mmg,Gabbroic intrusion,,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"1245994"
54174530.86020000279,28119.98095420000,BG,AB,MGS,"20101215","606935","5230329","15",Mmg,Gabbroic intrusion,London intrusion,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"54202693"
103330061.82500000298,52709.24103990000,BG,AB,MGS,"20101215","340537","5228073","15",Agp,"Gabbro, pyroxenite, peridotite, lamprophyre intrusion",,massive to weakly foliated,Neoarchean,Superior Province,"103349479"
797574.89589599997,6063.51336224000,BG,AB,MGS,"20101215","617127","5233615","15",Mmg,Gabbroic intrusion,London intrusion,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"797947"
7054339.62437999994,24465.35861750000,BG,AB,MGS,"20101215","423276","5227328","15",Agt,"Tonalite, diorite and granodiorite",,foliated to gneissic,Neoarchean,Superior Province,"7060024"
67141188.80179999769,39849.47076670000,BG,AB,MGS,"20101215","567920","5231603","15",Mlg,Gabbro,Western margin intrusion,Duluth Complex-Layered series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"67187400"
837420.33915100002,3304.86692705000,BG,AB,MGS,"20101215","450478","5234570","15",Ami,"Mafic plug-like intrusion; typically magnetic",,,Neoarchean or Paleoproterozoic,,"838040"
1196398.05110000004,8676.06364513000,BG,AB,MGS,"20101215","460891","5234048","15",Pas,"Virginia, Thompson, Rove Formations, mudstone and graywacke",Virginia Formation,Animikie Group,Paleoproterozoic,Penokean (Geon 18),"1197342"
1195718.94353000005,8804.65463926000,BG,AB,MGS,"20101215","460472","5233542","15",Pac,Virginia Formation slate with thin limestone interbeds,Biwabik Iron Formation,Animikie Group,Paleoproterozoic,Penokean (Geon 18),"1196602"
6008603.50506000035,15142.26823840000,BG,AB,MGS,"20101215","612749","5229727","15",Mmd,"Diabase, gabbro, ferromonzodiorite sills, dikes",Silver Cliff diabase,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"6011493"
3662144.77245000005,17167.01444720000,BG,AB,MGS,"20101215","455217","5232948","15",Paq,"Pokegama Quartzite, conglomerate, siliceous mudstone",Pokegama Quartzite,Animikie Group,Paleoproterozoic,Penokean (Geon 18),"3664881"
47994836.16260000318,42514.93662750000,BG,AB,MGS,"20101215","599474","5229831","15",Mmg,Gabbroic intrusion,diabase to gabbro intrusion,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"48021528"
102319742.05500000715,81545.55705320000,BG,AB,MGS,"20101215","593496","5227507","15",Mmg,Gabbroic intrusion,Sawmill Lake gabbro,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"102379751"
10602846.58359999955,17646.19280970000,BG,AB,MGS,"20101215","455957","5231969","15",Pai,"Iron-formation, locally includes basal conglomerate",Biwabik Iron Formation,Animikie Group,Paleoproterozoic,Penokean (Geon 18),"10610845"
549675.72381200001,4232.36709124000,BG,AB,MGS,"20101215","615927","5232937","15",Mmg,Gabbroic intrusion,London intrusion,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"549941"
7497594.01264999993,12961.71232670000,BG,AB,MGS,"20101215","573876","5231206","15",Mlt,Troctolite,,Duluth Complex-Layered series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"7502574"
37021070.33049999923,51824.63603190000,BG,AB,MGS,"20101215","581602","5226558","15",Mau,"Anorthositic intrusion and inclusions, undifferentiated",DAS-anorthositic rx undiff,Duluth Complex-Anorthositic series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"37044781"
50022834.93400000036,38624.00909010000,BG,AB,MGS,"20101215","458436","5226794","15",Pas,"Virginia, Thompson, Rove Formations, mudstone and graywacke",Virginia Formation,Animikie Group,Paleoproterozoic,Penokean (Geon 18),"50062457"
13105631.97079999931,17689.23038880000,BG,AB,MGS,"20101215","271236","5229907","15",Agr,Granitic intrusion,,massive to weakly foliated,Neoarchean,Superior Province,"13100427"
1195655.82477000006,9726.32759535000,BG,AB,MGS,"20101215","458557","5232003","15",Pac,Virginia Formation slate with thin limestone interbeds,Biwabik Iron Formation,Animikie Group,Paleoproterozoic,Penokean (Geon 18),"1196575"
24502920.09760000184,25974.78657860000,BG,AB,MGS,"20101215","449007","5228965","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wawa and Wabigoon subprovince,Neoarchean,Superior Province,"24520888"
492872652.91799998283,243671.20073499999,BG,AB,MGS,"20101215","315233","5216203","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wawa subprovince,Neoarchean,Superior Province,"492912168"
2974957.82519999985,7421.65347824000,BG,AB,MGS,"20101215","235653","5231102","15",Ami,"Mafic plug-like intrusion; typically magnetic",,,Neoarchean or Paleoproterozoic,,"2972223"
9922857.23757000081,13852.44170090000,BG,AB,MGS,"20101215","367667","5230685","15",Acv,Calc-alkalic volcanic and volcaniclastic rocks,,Wawa subprovince,Neoarchean,Superior Province,"9926751"
1695629.05988000007,8438.06166456000,BG,AB,MGS,"20101215","611894","5230100","15",Mnb,"Basalt, basaltic andesite",Gustafson Hill lavas,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"1696472"
690297.43219900003,3907.34553169000,BG,AB,MGS,"20101215","627083","5231009","15",Mnb,"Basalt, basaltic andesite",North,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"690596"
2321518.54160000011,9627.53473294000,BG,AB,MGS,"20101215","619813","5228582","15",Mmd,"Diabase, gabbro, ferromonzodiorite sills, dikes",Split Rock intrusion,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"2322557"
88302302.46930000186,34121.13777110000,BG,AB,MGS,"20101215","265164","5226561","15",Agm,"Granite to granodiorite, variably magnetic",,massive to weakly foliated,Neoarchean,Superior Province,"88252931"
39040430.20690000057,22305.80556120000,BG,AB,MGS,"20101215","312608","5227460","15",Agu,"Granitoid intrusion, undifferentiated or poorly constrained by core and outcrop",,massive to weakly foliated,Neoarchean,Superior Province,"39037822"
93424702.84649999440,70696.75701630001,BG,AB,MGS,"20101215","377589","5229023","15",Avs,"Volcanic and volcaniclastic rocks; felsic to intermediate composition",Wawa,Wawa subprovince,Neoarchean,Superior Province,"93463217"
16134615.55250000022,26093.20211590000,BG,AB,MGS,"20101215","569392","5226716","15",Mau,"Anorthositic intrusion and inclusions, undifferentiated",DAS-anorthositic rx undiff,Duluth Complex-Anorthositic series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"16145621"
9334396.53337999992,14618.97872750000,BG,AB,MGS,"20101215","580449","5228388","15",Mvu,Undifferentiated volcanic rocks and volcanic hornfels,volcanic hornfels,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"9340365"
4186400.35363999987,7574.96177913000,BG,AB,MGS,"20101215","590125","5230027","15",Mmf,Felsic intrusion,granophyre to granodiorite,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"4188909"
5976383.21114000026,12363.33337780000,BG,AB,MGS,"20101215","610453","5228180","15",Mnb,"Basalt, basaltic andesite",Gustafson Hill lavas,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"5979359"
5168074.92841000017,15401.55883380000,BG,AB,MGS,"20101215","621751","5228266","15",Mnb,"Basalt, basaltic andesite",Gooseberry River lavas,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"5170336"
258731878.21099999547,84514.68599930000,BG,AB,MGS,"20101215","244063","5221846","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wawa subprovince,Neoarchean,Superior Province,"258502965"
230889402.37599998713,67199.09450580001,BG,AB,MGS,"20101215","431983","5226458","15",Agt,"Tonalite, diorite and granodiorite",,foliated to gneissic,Neoarchean,Superior Province,"231044040"
2601067.66673000017,5828.98448897000,BG,AB,MGS,"20101215","238282","5229787","15",Ami,"Mafic plug-like intrusion; typically magnetic",,,Neoarchean or Paleoproterozoic,,"2598769"
244233215.27000001073,94591.09133250000,BG,AB,MGS,"20101215","233312","5227294","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wawa subprovince,Neoarchean,Superior Province,"243971562"
115724826.75699999928,100398.62152600000,BG,AB,MGS,"20101215","570943","5209498","15",Mlt,Troctolite,DLS-troctolitic zone,Duluth Complex-Layered series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"115804346"
2478810.75804000022,5744.98614859000,BG,AB,MGS,"20101215","223228","5229429","15",Ami,"Mafic plug-like intrusion; typically magnetic",,,Neoarchean or Paleoproterozoic,,"2476130"
319160715.42699998617,166431.78481499999,BG,AB,MGS,"20101215","364502","5215402","15",Asg,"Graywacke and mudstone; typically greenschist facies metamorphism",,Wawa subprovince,Neoarchean,Superior Province,"319285956"
3001417.92317999993,12760.55802380000,BG,AB,MGS,"20101215","589541","5228655","15",Mmg,Gabbroic intrusion,,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"3003293"
309307.24834400002,2540.91471212000,BG,AB,MGS,"20101215","623771","5229515","15",Mnu,Undifferentiated mafic to felsic lava flows,Upper southwest sequence NSVG n.p.,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"309438"
29920623.05700000003,24063.00928430000,BG,AB,MGS,"20101215","412691","5227486","15",Asg,"Graywacke and mudstone; typically greenschist facies metamorphism",,Wawa subprovince,Neoarchean,Superior Province,"29938526"
5138464.29217000026,17481.05738120000,BG,AB,MGS,"20101215","623307","5226562","15",Mnb,"Basalt, basaltic andesite",North,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"5140790"
48867024.68339999765,36562.05382820000,BG,AB,MGS,"20101215","571125","5223762","15",Mlt,Troctolite,dlbl - Boulder Lake intrusion,Duluth Complex-Layered series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"48900729"
304042.07117100002,2094.90481391000,BG,AB,MGS,"20101215","624122","5229121","15",Mnu,Undifferentiated mafic to felsic lava flows,,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"304170"
31936567.06179999933,25494.91120760000,BG,AB,MGS,"20101215","575319","5222844","15",Mau,"Anorthositic intrusion and inclusions, undifferentiated",DAS-anorthositic rx undiff,Duluth Complex-Anorthositic series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"31957705"
367944.23932100000,2825.36815890000,BG,AB,MGS,"20101215","623241","5228719","15",Mnu,Undifferentiated mafic to felsic lava flows,Upper southwest sequence NSVG n.p.,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"368101"
3386014.75057000015,13669.82271460000,BG,AB,MGS,"20101215","586215","5226511","15",Mmf,Felsic intrusion,granophyre to granodiorite,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"3388110"
18256605.18389999866,19159.52883230000,BG,AB,MGS,"20101215","584257","5225065","15",Mvu,Undifferentiated volcanic rocks and volcanic hornfels,volcanic hornfels,North Shore Volcanic Group-lower sequence,Mesoproterozoic,Keweenawan Supergroup,"18268029"
13871323.64790000021,62738.90769530000,BG,AB,MGS,"20101215","446068","5225769","15",Paq,"Pokegama Quartzite, conglomerate, siliceous mudstone",Pokegama Quartzite,Animikie Group,Paleoproterozoic,Penokean (Geon 18),"13881271"
2013727.02578000003,6837.87850953000,BG,AB,MGS,"20101215","611667","5227260","15",Mmd,"Diabase, gabbro, ferromonzodiorite sills, dikes",Silver Cliff diabase,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"2014723"
8473444.76919000037,30264.74446960000,BG,AB,MGS,"20101215","445354","5225538","15",Pai,"Iron-formation, locally includes basal conglomerate",Biwabik Iron Formation,Animikie Group,Paleoproterozoic,Penokean (Geon 18),"8479667"
373628.46031599998,2686.02781659000,BG,AB,MGS,"20101215","623479","5228330","15",Mnu,Undifferentiated mafic to felsic lava flows,,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"373788"
56360310.30560000241,65943.18745410000,BG,AB,MGS,"20101215","588884","5212409","15",Mnu,Undifferentiated mafic to felsic lava flows,Upper southwest sequence NSVG n.p.,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"56394273"
45785.27049550000,1049.06423770000,BG,AB,MGS,"20101215","622848","5228198","15",Mbd,"Diabase, ferrodiorite",Silver Bay intrusion,"Beaver Bay Complex, other intrusions",Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"45805"
204950.71439000001,1819.12164303000,BG,AB,MGS,"20101215","620850","5227775","15",Mmd,"Diabase, gabbro, ferromonzodiorite sills, dikes",diabase to gabbro intrusion,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"205041"
585586.40862000000,3485.72804674000,BG,AB,MGS,"20101215","619879","5226740","15",Mmd,"Diabase, gabbro, ferromonzodiorite sills, dikes",Split Rock intrusion,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"585848"
52282324.13560000062,49097.79158990000,BG,AB,MGS,"20101215","614866","5217545","15",Mnb,"Basalt, basaltic andesite",North,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"52308381"
319440.83316200000,3151.06958807000,BG,AB,MGS,"20101215","620022","5225840","15",Mmd,"Diabase, gabbro, ferromonzodiorite sills, dikes",,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"319583"
78232475.71840000153,60445.90311630000,BG,AB,MGS,"20101215","214501","5221706","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wawa subprovince,Neoarchean,Superior Province,"78143182"
13869771.81079999916,33826.15340870000,BG,AB,MGS,"20101215","608653","5223260","15",Mnb,"Basalt, basaltic andesite",Gustafson Hill lavas,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"13876850"
8313306.33236999996,24874.70687330000,BG,AB,MGS,"20101215","609804","5222728","15",Mmd,"Diabase, gabbro, ferromonzodiorite sills, dikes",Silver Cliff diabase,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"8317487"
109803362.90899999440,41538.21500480000,BG,AB,MGS,"20101215","326816","5219328","15",Agm,"Granite to granodiorite, variably magnetic",,massive to weakly foliated,Neoarchean,Superior Province,"109810482"
5055252.91677000001,14013.29044440000,BG,AB,MGS,"20101215","606155","5224868","15",Mmg,Gabbroic intrusion,London intrusion,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"5057880"
769456854.79400002956,273455.26667899999,BG,AB,MGS,"20101215","371465","5197582","15",Agt,"Tonalite, diorite and granodiorite",,foliated to gneissic,Neoarchean,Superior Province,"769789125"
210099.92436100001,3044.18895419000,BG,AB,MGS,"20101215","619505","5224933","15",Mnb,"Basalt, basaltic andesite",Gooseberry River lavas,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"210194"
19257949.69469999894,28241.16480840000,BG,AB,MGS,"20101215","592866","5224192","15",Mmf,Felsic intrusion,granophyre intrusion,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"19269304"
9321.78249055000,358.30641478500,BG,AB,MGS,"20101215","620386","5225611","15",Mnb,"Basalt, basaltic andesite",,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"9326"
59673543.31889999658,58711.26241550000,BG,AB,MGS,"20101215","411822","5205675","15",Agt,"Tonalite, diorite and granodiorite",,foliated to gneissic,Neoarchean,Superior Province,"59710162"
2514594.60098000010,7374.42436900000,BG,AB,MGS,"20101215","611098","5223491","15",Mnu,Undifferentiated mafic to felsic lava flows,,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"2515829"
57660701.83560000360,76136.66595030000,BG,AB,MGS,"20101215","577611","5210239","15",Mlg,Gabbro,DLS-gabbroic zone,Duluth Complex-Layered series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"57698105"
2468002.75320000015,18980.10142320000,BG,AB,MGS,"20101215","559440","5219404","15",Mmg,Gabbroic intrusion,diabase to gabbro intrusion,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"2469771"
35662350.37529999763,26991.94855830000,BG,AB,MGS,"20101215","262551","5219485","15",Agr,Granitic intrusion,,massive to weakly foliated,Neoarchean,Superior Province,"35641437"
95940545.23070000112,78324.53551050001,BG,AB,MGS,"20101215","583854","5212412","15",Mau,"Anorthositic intrusion and inclusions, undifferentiated",DAS-anorthositic rx undiff,Duluth Complex-Anorthositic series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"96001242"
7063546.62490999978,11399.29401360000,BG,AB,MGS,"20101215","319175","5222473","15",Agp,"Gabbro, pyroxenite, peridotite, lamprophyre intrusion",,massive to weakly foliated,Neoarchean,Superior Province,"7063547"
38871552.83959999681,27156.60254280000,BG,AB,MGS,"20101215","300127","5220232","15",Agm,"Granite to granodiorite, variably magnetic",,massive to weakly foliated,Neoarchean,Superior Province,"38864691"
512997.27192500001,3173.51307746000,BG,AB,MGS,"20101215","605938","5223029","15",Mmd,"Diabase, gabbro, ferromonzodiorite sills, dikes",Silver Cliff diabase,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"513266"
72050.38607720000,1006.69597277000,BG,AB,MGS,"20101215","607247","5223249","15",Mmd,"Diabase, gabbro, ferromonzodiorite sills, dikes",Silver Cliff diabase,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"72088"
901441.24129000003,5195.07844529000,BG,AB,MGS,"20101215","607330","5222588","15",Mmd,"Diabase, gabbro, ferromonzodiorite sills, dikes",Silver Cliff diabase,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"901908"
81740847.33889999986,57980.51965740000,BG,AB,MGS,"20101215","291815","5219668","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wawa subprovince,Neoarchean,Superior Province,"81716471"
14823266.95739999972,17302.71693150000,BG,AB,MGS,"20101215","254860","5220523","15",Agp,"Gabbro, pyroxenite, peridotite, lamprophyre intrusion",,massive to weakly foliated,Neoarchean,Superior Province,"14813418"
16284688.75500000082,19714.65316910000,BG,AB,MGS,"20101215","604868","5219027","15",Mmf,Felsic intrusion,quartz monzodiorite to granite,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"16293232"
4085363.86134999990,11476.87008870000,BG,AB,MGS,"20101215","439187","5218975","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wawa and Wabigoon subprovince,Neoarchean,Superior Province,"4087998"
239057.34022400001,1815.15070274000,BG,AB,MGS,"20101215","609416","5221349","15",Mbd,"Diabase, ferrodiorite",Silver Bay intrusion,"Beaver Bay Complex, other intrusions",Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"239178"
63590593.33290000260,42734.85972940000,BG,AB,MGS,"20101215","565638","5217566","15",Mlt,Troctolite,dlbl - Boulder Lake intrusion,Duluth Complex-Layered series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"63634159"
4430214.97630000021,15761.29283200000,BG,AB,MGS,"20101215","610176","5218921","15",Mmd,"Diabase, gabbro, ferromonzodiorite sills, dikes",Lafayette Bluff diabase,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"4432437"
7459383.54959999956,10075.10331380000,BG,AB,MGS,"20101215","289003","5219117","15",Agp,"Gabbro, pyroxenite, peridotite, lamprophyre intrusion",,massive to weakly foliated,Neoarchean,Superior Province,"7457123"
440266.25800300000,2452.23755242000,BG,AB,MGS,"20101215","609988","5220498","15",Mnb,"Basalt, basaltic andesite",Gooseberry River lavas,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"440488"
6823713.84250999987,44779.22186500000,BG,AB,MGS,"20101215","568691","5206801","15",Mlc,"Gabbro to troctolite; cyclic zone",DLS-cyclic zone,Duluth Complex-Layered series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"6827995"
1589936.15852999990,11897.81834120000,BG,AB,MGS,"20101215","440429","5218219","15",Pai,"Iron-formation, locally includes basal conglomerate",Biwabik Iron Formation,Animikie Group,Paleoproterozoic,Penokean (Geon 18),"1591086"
29137082.02939999849,27846.48780820000,BG,AB,MGS,"20101215","346609","5216471","15",Avs,"Volcanic and volcaniclastic rocks; felsic to intermediate composition",,Wawa subprovince,Neoarchean,Superior Province,"29143129"
3735426.02486999985,11920.55139690000,BG,AB,MGS,"20101215","609035","5217524","15",Mnb,"Basalt, basaltic andesite",Crow Creek lavas,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"3737327"
80188965.11339999735,34340.70118240000,BG,AB,MGS,"20101215","246287","5213538","15",Agm,"Granite to granodiorite, variably magnetic",,massive to weakly foliated,Neoarchean,Superior Province,"80126348"
5661246.23300000001,16325.75011170000,BG,AB,MGS,"20101215","606696","5215064","15",Mmd,"Diabase, gabbro, ferromonzodiorite sills, dikes",Silver Cliff diabase,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"5664170"
31632846.41369999945,24529.01228320000,BG,AB,MGS,"20101215","241508","5215928","15",Agm,"Granite to granodiorite, variably magnetic",,massive to weakly foliated,Neoarchean,Superior Province,"31606686"
25934507.33769999817,21563.30847450000,BG,AB,MGS,"20101215","573383","5216521","15",Mau,"Anorthositic intrusion and inclusions, undifferentiated",DAS-anorthositic rx undiff,Duluth Complex-Anorthositic series,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"25951890"
45707770.36339999735,24641.26296800000,BG,AB,MGS,"20101215","391901","5216070","15",Agr,Granitic intrusion,,massive to weakly foliated,Neoarchean,Superior Province,"45731048"
86604350.23950000107,69357.53415969999,BG,AB,MGS,"20101215","592995","5206794","15",Mnb,"Basalt, basaltic andesite",Sucker River basalts,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"86653377"
2077128.26790999994,6273.87123746000,BG,AB,MGS,"20101215","606898","5217819","15",Mnu,Undifferentiated mafic to felsic lava flows,Upper southwest sequence NSVG n.p.,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"2078206"
6519582.40127000026,9567.32821936000,BG,AB,MGS,"20101215","563974","5217068","15",Mmg,Gabbroic intrusion,diabase to gabbro intrusion,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"6524150"
50618.87128150000,869.47469387600,BG,AB,MGS,"20101215","609741","5218374","15",Mmd,"Diabase, gabbro, ferromonzodiorite sills, dikes",Silver Cliff diabase,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"50644"
77161631.04600000381,78163.93414480001,BG,AB,MGS,"20101215","277956","5212141","15",Amv,"Mafic metavolcanic rocks; minor volcaniclastic and hypabyssal intrusions",,Wawa subprovince,Neoarchean,Superior Province,"77126523"
1952333.41965000005,5323.10755647000,BG,AB,MGS,"20101215","217851","5217481","15",Agp,"Gabbro, pyroxenite, peridotite, lamprophyre intrusion",,massive to weakly foliated,Neoarchean,Superior Province,"1950077"
408922.01137099997,3713.05681670000,BG,AB,MGS,"20101215","610436","5217590","15",Mnb,"Basalt, basaltic andesite",Gooseberry River lavas,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"409127"
598010857.41799998283,154067.91458499999,BG,AB,MGS,"20101215","290117","5205038","15",Agr,Granitic intrusion,,massive to weakly foliated,Neoarchean,Superior Province,"597848731"
3713443.25530999992,13777.56290090000,BG,AB,MGS,"20101215","610614","5215246","15",Mmd,"Diabase, gabbro, ferromonzodiorite sills, dikes",diabas,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"3715306"
252484.10200200000,2816.49769336000,BG,AB,MGS,"20101215","610491","5216999","15",Mnb,"Basalt, basaltic andesite",,North Shore Volcanic Group-upper sequence,Mesoproterozoic,Keweenawan Supergroup,"252612"
4113026.02032000013,7612.25521047000,BG,AB,MGS,"20101215","273050","5216406","15",Ami,"Mafic plug-like intrusion; typically magnetic",,,Neoarchean or Paleoproterozoic,,"4111119"
4056593.56321999989,7809.30733004000,BG,AB,MGS,"20101215","592026","5215926","15",Mmg,Gabbroic intrusion,diabase to gabbro intrusion,Miscellaneous intrusions,Mesoproterozoic,Midcontinent Rift Intrusive Supersuite,"4058989"
